name,english_name,base_unit,scientific_name
فلونكسول40مجم امبول ارض الجنتين,FLONXOL 40MG INJECTION  -  ARDH ALGNTYN,باكت,FLUPENTIXOL
فلونكسول1مجم اقراص (5ش*10قرص) ارض الجنتين,FLUANXOL  TAB  1MG  50 S,باكت,FLUPENTIXOL
فولديك تحاميل اطفال 12.5ملجم-الكون,,باكت,
فولديك تحاميل كبار 100ملغ -الجنتين,,تحاميل,
فيكسول قطر عين 1%0,Vexol 1%     E/D,قطر,
فينوتال 60مجم10قرص*10شريط اقراص-الكون,PHENOTAL 60  TAB,باكت,
كلاريتوب شراب 125مجم 60مل ارض الجنتين,,زجاجة,
كلوبكسول 10ملج اقراص,CLOPIXOL  10MG  TAB,علبة,
كلوبكسول 200مجم امبول ارض الجنتين,,باكت,
كلوبكسول 50مج امبول,CLOPIXOL-ACUPHASE 50MG AMP,باكت,
كلوبكسول25ملج اقراص الكون,CLOPIXOL  25MG  TAB,باكت,
كونكور 2.5مجم عبوه 3 شريط اقراص ارض الجنتين,CONCOR-2.5  TAB  2.5MG  3X10 S,باكت,BISOPROLOL  FUMARATE
كونكور 5مجم عبوه 3شريط اقراص ارض الجنتين,CONCOR-5  TAB  5MG  3X10 S,باكت,
كونكور10مجم اقراص 3ش ارض الجنتين,CONCOR-10  TAB  10MG  3X10 S,باكت,BISOPROLOL  FUMARATE
كويناكس قطر- الكون,QUINAX 15ML,قطر,
ماجناسيف 100مجم/5مل معلق 60مل ارض الجنتين,MAGNACEF 100MG 60ML,زجاجة,
ماجناسيف 100ملجم معلق /30مل-الجنتين,,زجاجة,
ماكسترول قطر عين الكون,MAXITROL EY/ DRP,قطر,
ماكسترول مرهم عين الكون,MAXITROL    EY/ OENT,مرهم,
ماكسيديكس قطر الكون,MAXIDEX  EYDR    5ML,قطر,DEXAMETHASONE
ميدرياسيل 0.5%قطر الكون,MYDRIACYL  EYDR  05%  15ML,قطر,TROPICAMIDE
ميدرياسيل 1%قطر الكون,MYDRIACYL  EYDR  1%  15ML,قطر,TROPICAMIDE
ميرانكس 550ملجم اقراص,MIRANAX  550MG TAB   10 S,باكت,NAPROXENE SODIUM
ميكوسينالار كريم- الكون,NULL,كريم,NULL
ميكوسينالار محلول- الكون,NULL,باكت,NULL
نيوروبيون  امبول 3امبول -ارض الجنتين,NYOROBYON  AMPOL 3AMPOL SHRKAT,باكت,VIT B1+VIT B6+VIT B12
نيوروبيون اقراص -ارض الجنتين,NEUROBION  TAB    20 S,باكت,VITAMIN B1+B6+B12
نورتريلين 25ملج اقراص- الكون,NORTRILEN  TAB  25MG  50 S,علبة,NORTRIPTYLINE
بسكوبان اقراص-20الرافه,BUSCOPAN   TAB,باكت,HYOSCINE-N-BUTYL BROMIDE
ديلكولاكس اقراص30ق ارض الجنتين,DULCOLAX  5MG   TAB,باكت,
باتانول قطر  5مل-تركي,PATANOL  1%  E/D,قطر,
كومبيفينت فيال-20فيال ارض الجنتين,COMBIVENT  VIALS,باكت,
ميكوسلفان اقراص-30مل,MUCOSOLVAN  TAB  30MG  20 S,باكت,AMBROXOL HCL
ميكوسلفان شراب ارض الجنتين,MYKOSLFAN SYRUP,زجاجة,AMBROXOL HCL
نافكون ايه 15مل قطر للعين الكون,NAPHCON-A DROPS FOR EYES,قطر,
تيرز ناتورال فري 15مل قطر36فياله ارض الجنتين,,باكت,
بيسلفون اقراص,BISOLVON TAB,باكت,
لوزارت اقراص  50مجم - الجنتين,,باكت,
زالديار اقراص- ارض الجنتين,,باكت,
لودوز 2.5/6.25 اقراص ارض الجنتين,,باكت,
بلاتيل 75مجم اقراص الدوليه ارض الجنتين,,باكت,
زيمر قطر عين 5مل المتحده,,قطر,
بروكسين 500ملج اقراص ارض الجنتين,,باكت,
اثيروكس 50مكرو 100قرص ارض الجنتين,AYTHROX50MKRO GRAG 100GRS ARDH ALGNTYN,باكت,
جاباتركس300ملجم ارض الجنتين كبسول,GABATRX300 MG ARDH ALGNTYN KBSOL,باكت,
اثيروكس 25مكرو(4ش*25قرص ارض الجنتين,Euthyrox 25mg,باكت,
اثيروكس 150مكروغرام (25*4)قرص -ارض الجنتين,,باكت,
ايرثروكس 25ملج اقراص,,باكت,
راموكسين250ملغم شراب معلق 100مل -,,زجاجة,
بيسلفون اقراص - ارض الجنتين,,باكت,
فيجاموكس قطر 5 مل - ارض الجنتين,,قطر,
جاباتركس400ملجم ارض الجنتين كبسول,,باكت,
رسبيروكس 4 ملج اقراص - ارض الجنتين,,باكت,
ايبيتام 750 ملج اقراص  - ارض الجنتين,,باكت,
ايبيتام 500 ملج اقراص  - ارض الجنتين,,باكت,
سيبريفا 18 مكروجرام بخاخ- ارض الجنتين,,بخاخ,
كمبوفينت 20فياله  اصلي ارض الجنتين,KMBOFENT 20VIALH  ASLY ARDH ALGNTYN ABO20VIAL,باكت,
ايبيتام شراب 100ملجم/1مل(240مل)ارض الجنتين,,زجاجة,
توبفيرول 50000و.ح.د علب(8قرص)ارض الجنتين,,علبة,
ايفينيس 20مجم 4شريط*7قرص-ارض الجنتين,,باكت,
ايفينيس 10مجم 4شريط*7قرص-ارض الجنتين,,باكت,
موبيك 15ملجم( 10اقراص) ارض الجنتين,,باكت,
نيفاناك قطر 1مجم/1مل(5مل)ارض الجنتين,,قطر,
زيجا 75 مجم(2ش*7قرص)ارض الجنتين,,باكت,
دولكولاكس 5مجم((3شريط*10قرص)ارض الجنتين,,باكت,
ازارجا قطر 10مجم/5مل (5مل) ارض الجنتين,,قطر,
كونكور ام 5 مجم\ 10مجم اقراص 3 شريط ارض الجنتين,,باكت,
كونكور ام5/ 5مجم اقراص 3شريط ارض الجنتين,,باكت,
كونكور 2.5جم عبوه 2 شريط ارض الجنتين,,باكت,
سايزن 8مجم فيال هرمون النمو ارض الجنتين,,حبة,
كونكور 5مجم عبوه 2شريط ارض الجنتين,,باكت,
ميكاردس بلاص 80/12.5 ملجم 4شريط ارض الجنتين,,باكت,
ادول اكسترا اقراص- جلفار,ADOL EXTRA 24S,باكت,
ادول تحاميل 250مج اطفال- جلفار,ADOL  SUPP  250MG  10 S,باكت,Paracetamol 250mg supp
ادول تحاميل125مج رضع- جلفار,ADOL  SUPP  125MG  10 S,باكت,Paracetamol 125mg supp
ادول شراب 60مل- جلفار,ADOL  SYRP  120MG/5ML  60ML,زجاجة,PARACETAMOL
ادول قطر15مل-جلفار,ADOL  ORDR  100MG/ML  15ML,قطر,PARACETAMOL+DIPHENHYDRAMINE HCL
ادول كابلت 500مج- جلفار,ADOL  TAB  500MG  24 S,باكت,PARACETAMOL
ازوماسين 250مج كبسول جلفار,AZOMYCIN 250MG CAP 6S,باكت,
اسكاسيف 125مج شراب  60مل- جلفار,ESKACEF  PSUS  125MG/5ML  100ML,زجاجة,CEPHRADINE
اسكاسيف 500ملجم كبسول-جلفار,NULL,باكت,NULL
اسكاسيف250مج شراب- جلفار,NULL,زجاجة,NULL
البنداشراب- جلفار,,زجاجة,
الفاكورت كريم 15جم جلفار- جلفار,ALFACORT  CREA  1%  15GM,كريم,HYDROCORTISONE ACETATE
الفاكورت مرهم15مج جلفار,ALFACORT  OINT  1%  15GM,مرهم,HYDROCORTISONE
الكاسيد شراب جلفار,ALKASID  SUSP    200ML,زجاجة,MAGNESIUM ALUMINIM SILICATE+SIMETHICONE
الينال قطر- جلفار,NULL,قطر,NULL
انتارد اقراص-جلفار,INTARD  TAB,باكت,DIPHENOXYLATE HCL +ATROOINE SULPHATE
اروميسين200ملج شراب- جلفار,,زجاجة,
اروميسين250ملجم كبسول- جلفار,,باكت,
بانديرم  كريم 15مج-جلفار,PANDERM CREAM,كريم,
بانديرم مرهم 15جم-جلفار,PANDERM SKIN OINTMENT,مرهم,
بروفينال 200مج اقراص-جلفار,PROFINAL  200MG  TAB    20 S,باكت,IBUPROFEN
بروفينال شراب100مل -جلفار,BROFENAL SYRUP100ML  - GELFAR,زجاجة,IBUPROFEN
بروفينال400مل اقراص جلفار,PROFINAL 400MG TAB    24 S,باكت,IBUPROFEN
بريموزان اقراص-جلفار,PRIMOSAN  TAB  10MG  20 S,باكت,METOCLOPRAMIDE HCL
بريموزان شراب-جلفار,NULL,زجاجة,NULL
بريموزان شرابد-جلفار,NULL,زجاجة,NULL
بريموزان قطر- جلفار,NULL,قطر,NULL
بريموسيف0.5جرام فيال-جلفار,NULL,فيالة,NULL
بريموسيف1جرام فيال-جلفار,NULL,فيالة,NULL
بيتازون كريم-جلفار,BETASONE  CREAM  0.10%  15GM,كريم,BETAMETHASONE VALERATE
بيتازون مرهم-جلفار,BETASONE  OINT  0.10%  15GM,مرهم,BETAMETHASONE VALERATE
بيريدوكسين40مج- اقراص جلفار,PYRIDOXIN  40MG   TAB 20 S,باكت,PYRIITHIOXINE HYDROCHLORIDE
بيوتالين 4ملج  اقراص جلفار,BUTALIN  TAB  4MG  20 S,باكت,SALBUTAMOL SULPHATE
بيوتالين شراب-جلفار,BUTALIN  SYRP  2MG/5ML  120ML,زجاجة,SALBUTAMOL SULPHATE
بيوتالين2ملج اقراص- جلفار,BUTALIN  TAB  2MG  50X20 S,شريط,SALBUTAMOL SULPHATE
تتراسيكلين 3% مرهم للجلد 20 جرام -جلفار,TETRACYCLINE 3%,تيوب,
ترايكسون 0.25جرام فيال وريد-جلفار,TRIAXONE 0.25MG IV,فيالة,CEFTRIAXONE
ترايكسون1جرام فيال وريد-جلفار,TRIAXONE 1MG IV,فيالة,CEFTRIAXONE
ترايمول اقراص - جلفار,NULL,باكت,NULL
ترايمول شراب-جلفار,TRIMOL  SUSP  240MG/5ML  100ML,زجاجة,CO-TRIMOXAZOLE
تنسوتين100ملجم اقراص جلفار,TENSOTIN 100MG TAB,باكت,ATENOLOL
تنسوتين50ملجم اقراص جلفار,TENSOTIN 50MG TAB,باكت,ATENOLOL
ثري فى امبول-جلفار,,باكت,
ثيوفار 300ملجم كبسول-جلفار,THEOPHAR  TAB  300MG  3X10 S,باكت,THEOPHYLLINE
ثيوفار100ملجم كبسول-جلفار,THEOPHAR  TAB  100MG  3X10 S,باكت,THEOPHYLLINE
جاينو ميكوزال400مجم  تحاميل-جلفار,GYNO-MICOZOL  OV  400MG  3 S,باكت,MICONAZOLE NITRATE
جاينوميكوزال200مجم تحاميل-جلفار,GYNO-MICOZOL  OV  200MG  7 S,باكت,MICONAZOLE NITRATE
جلفا بين 125مجم شراب-جلفار,NULL,زجاجة,NULL
جلفاسيب 125مج شراب -جلفار,,زجاجة,
جلفاسيب 250مج شراب-جلفار,,زجاجة,
جلفاسيف 500مج اقراص -جلفار,,شريط,
جلفاموكس 125مجم شراب-جلفار,NULL,زجاجة,NULL
جلفاموكس250مجم شراب-جلفار,NULL,زجاجة,NULL
جلمنتين فورت 625اقراص-جلفار,JULMENTIN  TAB  625MG  20 S,باكت,AMOXIICILLIN+CLAVULANIC ACID
جلمنتين156ملجم شراب-جلفار,,زجاجة,
جلمنتين375ملجم اقراص-جلفار,JULMENTIN  TAB  375MG,باكت,AMOXIICILLIN+CLAVULANIC ACID
جلايزيد80مجم  اقراص- جلفار,,باكت,
جلاينيز 5مج  اقراص جلفار,GLYNASE  TAB  5MG  30 S,باكت,GLIBENCLAMIDE
جنتال مرهم-جلفار,NULL,مرهم,NULL
جنسافيت  كبسول جلفار,GINSAVIT  CAP    24 S,باكت,MULTIVITAMIN
جوبيزون20مج اقراص-جلفار,GUPISONE  TAB  20MG  20 S,باكت,PREDNISOLONE
جوبيزون5مج اقراص-جلفار,GUPISONE  TAB  5MG  20 S,باكت,PREDNISOLONE
جوسبرين 81مجم  اقراص جلفار,JUSPRIN  TAB  81MG  2X20 S,باكت,ASPIRIN
ديورادوكس100مجم كبسول-جلفار,,باكت,
ديازيبام 5مجم اقراص-جلفار,NULL,باكت,NULL
ديازيبام2مجم اقراص-جلفار,DIAZEPAM  TAB  2MG  20 S,باكت,DIAZEPAM
ديزينيل اقراص-جلفار,DIZINIL  TAB,باكت,
دكسيبان كريم 20جرام -جلفار,DEXIPAN CREAM,كريم,
رانتاج 150مجم اقراص-جلفار,RANTAG-150  TAB  150MG  2X10 S,باكت,RANITIDINE
رانتاج 50مجم امبول-جلفار,RANTAG  AMP  50MG  5 S,باكت,RANITIDINE
رانتاج300مجم اقراص-جلفار,RANTAG-300  TAB  300MG  10 S,باكت,RANITIDINE
رايسك 40مج  فيال- جلفار,RISEK  INJ,فيالة,OMEPRAZOLE
رايسك كبسول 20مجم جلفار,RISEK  CAP  20MG  14 S,علبة,OMEPRAZOLE
روبيكالم كريم-جلفار,RUBICALM  CREA  12%  30GM,كريم,DIETHYLAMINE SALICYLATE+..
سفرين 500مجم كبسول-جلفار,CEFRIN  CAP  500MG  50X10 S,باكت,CEPHALEXIN
سفرين125مجم شراب-جلفار,NULL,زجاجة,NULL
سفرين250مجم شراب-جلفار,CEFRIN  PSUS  250MG/5ML  100ML,زجاجة,CEPHALEXIN
سكوبينال اقراص-جلفار,SCOPINAL  TAB  10MG  20 S,باكت,HYOSCINE-N-BUTYL BROMIDE
سكوبينال امبول20مجم-جلفار,SCOPINAL  20MG INJ,باكت,HYOSCINE-N-BUTYL BROMIDE
سكوبينال شراب-جلفار,SCOPINAL  SYRP  5MG  100ML,زجاجة,HYOSCINE-N-BUTYL BROMIDE
سولان شراب-جلفار ارض الجنتين,SOOLAN  SYRP    100ML,زجاجة,GLYCERYL GUAIACOLATE+CHLORPHENIRAMINE MALEATE
سيفوزيم 250مج اقراص جلفار,CEFUZIME 250MG TAB,باكت,
سيفوزيم 500مج اقراص جلفار,CEFUZIME 500MG TAB,باكت,
سيمفاست 10ملجم اقراص جلفار,SIMVAST  TAB  10MG  2X14 S,باكت,SIMVASTATIN
سيمفاست 20ملجم اقراص جلفار,SIMVAST    20MG TAB 2X14 S,باكت,SIMVASTATIN
سيمفاست 40ملجم اقراص جلفار,SIMVAST    40MG TAB 2X14 S,باكت,
فانكولون 500جم فيالة جلفار,vancomycin 500mg I.V,فيالة,
فلوكت اقراص جلفار,FLUKIT  TAB    2X10 S,باكت,SALICYLAMIDE ،PARACETAMOL
فلوكت شراب-جلفار,FLUKIT SYURP,زجاجة,
فورتيسيف 250ملجم معلق-اارض الجنتين,,زجاجة,
فونيكرون اس ار كبسول جلفار,FOLICRON CAP,باكت,FOLIC ACID+LRON
كلوروهيستول اقراص- جلفار,CHLORHISTOL  TAB  4MG  20 S,باكت,CHLORPHENIRAMINE MALEATE
كلوروهيستول شراب-جلفار,CHLORHISTOL  SYRP  2MG/5ML  100ML,زجاجة,CHLORPHENIRAMINE MALEATE
كلوفين كريماجل-جلفار,CLOFEN  CRGL  1%  20GM,كريم,DICLOFENAC SODIUM
كلوفين25مجم  اقراص-جلفار,CLOFEN-25  TAB  25MG  20 S,أقراص,DICLOFENAC SODIUM
كلوفين50مجم اقراص-جلفار,CLOFEN-50  TAB  50MG  20 S,باكت,DICLOFENAC SODIUM
كلوفين75مجم  امبول-جلفار,,باكت,
كودافيد شراب-جلفار,,زجاجة,
لاكسال افراص جلفار,LAXAL TAB,باكت,SENNOSIDES
لاكسولين تحاميل اطفال جلفار,LAXOLYNE (ADULT)  SUPP,باكت,GLYCEROL
لاكسولين تحاميل للكبار جلفار,LAXOLYNE  SUPP  CHILD,باكت,GLYCEROL
مسكادول اقراص,MUSCADOL  TAB,باكت,
موكسال بلس اقراص- جلفار,MOXAL-PLUS  TAB    3X10 S,باكت,ALUMINIUM HYDROXIDE+…
موكسال بلس 100مل شراب جلفار,,زجاجة,
موكسال بلس شراب 100مل- جلفار,MOXAL PLUS  SUSP    100ML,زجاجة,ALUMINIUM HYDROXIDE+…
ميبو مرهم 30جم-جلفار ارض الجنتين,MEBO  OINT  0.25%  30GM,مرهم,SITOSTEROL+...
ميكسافيت اقراص-جلفار,MIXAVIT  TAB    20 S,باكت,MULTIVITAMIN
ميكسافيت -ام كبسول-جلفار,MIXAVIT-M  CAP    24 S,باكت,MULTIVITAMIN
ميكسافيت 120مل شراب جلفار,MIXAVIT  SYRP    120ML,زجاجة,MULTIVITAMIN
ميكسافيت قطر جلفار,,قطر,
نازيفين  0.050 قطر للكبار جلفار,NASIVIN  NSDR  0.05%  10ML,قطر,OXYMETAZOLINE HCL
جلمنتين  1جرام -جلفار 3شريط,,باكت,
كلوفين 100ملج /تحاميل /جلفار,,باكت,
البندا200مجم اقراص - جلفار,,باكت,
جلمنتين312 ملجم شراب-جلفار,,زجاجة,
ارومايسين 250 مجم اقراص -جلفار,,باكت,
بروفينال 60مل  شراب-جلفار,,زجاجة,
جامافيت كريم 25جرام جلفار,,كريم,
نازيفين0.025ملج قطرصغار جلفار,,قطر,
سوبرابركت تحاميل جلفار,,باكت,
بيسلوك 5ملج اقراص ارض الجنتين,,باكت,
نجياسف500ملج فيال جلفار,,فيالة,
كالفيتاليز شراب جلفار,CALVITALYZ SYRUP GELFAR,زجاجة,
ثري في 3 في اقراص جلفار,THRY FY TABS GELFAR,باكت,
فيت اية+دي قطر جلفار,FYT AYT + DY DROPS GELFAR,زجاجة,
ترياكسون0.25ملج فيال جلفار عضلي,,فيالة,
جلفاموكس 500ملجم اقراص -جلفار,,شريط,
راموكلاف 312 شراب معلق 100 مل- ارض الجنتين,RAMOKLAF 312 SYRUP MALG 100 ML -  ARDH ALGNTYN,زجاجة,
رانتاج اقراص ابو شريط حكومي جلفار,,شريط,
كلامايسين 500ملجم اقراص جلفار,,باكت,
ترياكسون1جرام وريد ارض الجنتين,,فيالة,
جامافيت مرهم جلفار,,تيوب,
سالينال 42ملجم اقراص فوار جلفار,,باكت,
سوبرابروكت س مرهم جلفار,,مرهم,
رايسك 40مجم علب كبسول جلفار,,علبة,
جلمنتين312 ملجم فورت  شراب-جلفار,,زجاجة,
ميبو سكار مرهم 30غرام - جلفار ارض الجنتين,,مرهم,
كالفيتاليس 150مل شراب - جلفار,,زجاجة,
سوبرابروكت س تحاميل - جلفار,,باكت,
فانكولون 1جرام فيال-ارض الجنتين,,فيالة,
جلوكوفاج 750جم اكس ار ارض الجنتين,,باكت,
كونكور 10مجم عبوه 2شريط ارض الجنتين,,باكت,
توبيديك 2%فيوسيدات الصوديوم 20ملغم 15جرام جلفار,,مرهم,
ميبو مرهم 15جرام الاصلي ارض الجنتين جلفار,,باكت,
كلاميبان 3ملجاقراص-اسامه,NULL,+,NULL
اموكلان 1.2فيالة -الجنتين,AMOCLAN 1.2MG VIAL,فيالة,
اوستيوكير شراب 200مل المدينه,,زجاجة,
اوستيوكير اقراص 30قرص المدينه,OSTEOCARE   TAB,باكت,
